"NAM"	"DAT"	"PERIOD"	"ӘАОЖ(каталог бойынша)"	"LӘАОЖ(каталог бойынша)"	"ОЖА"	"LОЖА"	"VAL"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"6.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"5.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"3.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"5.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"5.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"6.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"5.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"6.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"8.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"7.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"6.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"5.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"7.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"6.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"3.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"KOSTANAY REGION"	"0"	"countryside"	"0"	"4.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"4.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"4.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"SHYGYS KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"3.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"0.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"0.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"0.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"PAVLODAR REGION"	"0"	"urban area"	"0"	"1.1"
